"id","countyName","zipCode"
"74617","Lafayette"," 65327 "
"74618","Polk"," 65770 "
"74619","Saint Lucie"," 34984 "
"74620","Sarasota"," 34243 "
"74621","Miami Dade"," 33169 "
"74622","Santa Clara"," 95141 "
"74623","San Diego"," 92084 "
"74624","San Bernardino"," 92373 "
"74625","Riverside"," 92860 "
"74626","Orange"," 92823 "
"74627","Los Angeles"," 90260 "
"74628","Maricopa"," 85303 "
"74629","Morgan"," 30055 "
"74630","Monroe"," 31016 "
"74631","Scott"," 63736 "
"74632","Walker"," 35006 "
"74633","Ouachita"," 71701 "
"74634","Palm Beach"," 33401 "
"74635","Washington"," 36529 "
"74636","Montgomery"," 30445 "
"74637","Neshoba"," 39365 "
"74638","Jefferson"," 63015 "
"74639","Saint Francois"," 63628 "
"74640","Pinellas"," 33705 "
"74641","Newton"," 39337 "
"74642","Mitchell"," 31779 "
"74643","Johnson"," 64061 "
"74644","Saline"," 65347 "
"74645","Saint Charles"," 63357 "
"74646","Meriwether"," 31816 "
"74647","Saint Clair"," 64780 "
"74648","Winston"," 35575 "
"74649","Madison"," 30633 "
"74650","Yellowstone"," 59105 "
"74651","Putnam"," 32193 "
"74652","Lawrence"," 65769 "
"74653","Saint Lucie"," 34986 "
"74654","Sarasota"," 34251 "
"74655","Miami Dade"," 33170 "
"74656","Santa Clara"," 95148 "
"74657","San Diego"," 92086 "
"74658","San Bernardino"," 92374 "
"74659","Riverside"," 92879 "
"74660","Orange"," 92831 "
"74661","Los Angeles"," 90262 "
"74662","Maricopa"," 85304 "
"74663","Morgan"," 30056 "
"74664","Monroe"," 31029 "
"74665","Scott"," 63740 "
"74666","Walker"," 35033 "
"74667","Ouachita"," 71720 "
"74668","Palm Beach"," 33403 "
"74669","Murray"," 30705 "
"74670","Shannon"," 65466 "
"74671","Montgomery"," 38925 "
"74672","Washington"," 36539 "
"74673","Montgomery"," 30473 "
"74674","Jefferson"," 63016 "
"74675","Saint Francois"," 63637 "
