"id","countyName","zipCode"
"87286","Lorain"," 44028 "
"87287","Marshall"," 56737 "
"87288","Coryell"," 76557 "
"87289","Loudoun"," 20135 "
"87290","Schenectady"," 12027 "
"87291","Leelanau"," 49654 "
"87292","Lucas"," 43547 "
"87293","Lenawee"," 49238 "
"87294","Iredell"," 28689 "
"87295","Livingston"," 48836 "
"87296","Mahoning"," 44452 "
"87297","Lancaster"," 68502 "
"87298","Northumberland"," 17850 "
"87299","Parker"," 76490 "
"87300","Madison"," 22973 "
"87301","Steuben"," 14843 "
"87302","Philadelphia"," 19130 "
"87303","Suffolk"," 11733 "
"87304","Macomb"," 48088 "
"87305","Sullivan"," 12749 "
"87306","Ulster"," 12483 "
"87307","Westchester"," 10591 "
"87308","Oakland"," 48374 "
"87309","Harris"," 77336 "
"87310","Schoharie"," 12092 "
"87311","Rusk"," 75652 "
"87312","Stutsman"," 58455 "
"87313","Lapeer"," 48014 "
"87314","Sabine"," 75930 "
"87315","Logan"," 43311 "
"87316","Keith"," 69127 "
"87317","Monroe"," 18058 "
"87318","Rockwall"," 75089 "
"87319","Mahnomen"," 56557 "
"87320","Cooke"," 76240 "
"87321","Lee"," 24244 "
"87322","Runnels"," 76882 "
"87323","Saratoga"," 12020 "
"87324","Hertford"," 27855 "
"87325","Robertson"," 77856 "
"87326","Lorain"," 44035 "
"87327","Marshall"," 56738 "
"87328","Coryell"," 76561 "
"87329","Loudoun"," 20141 "
"87330","Schenectady"," 12053 "
"87331","Leelanau"," 49664 "
"87332","Lucas"," 43558 "
"87333","Lenawee"," 49247 "
"87334","Livingston"," 48843 "
"87335","Mahoning"," 44460 "
"87336","Lancaster"," 68503 "
"87337","Northumberland"," 17851 "
"87338","Steuben"," 14855 "
"87339","Philadelphia"," 19131 "
"87340","Suffolk"," 11735 "
"87341","Macomb"," 48089 "
"87342","Sullivan"," 12750 "
"87343","Ulster"," 12484 "
"87344","Westchester"," 10594 "
"87345","Oakland"," 48375 "
"87346","Harris"," 77338 "
"87347","Schoharie"," 12093 "
"87348","San Augustine"," 75929 "
"87349","Rusk"," 75654 "
"87350","York"," 29704 "
"87351","Stanley"," 57532 "
"87352","Knox"," 37709 "
"87353","Concho"," 76837 "
"87354","Stutsman"," 58467 "
"87355","Lapeer"," 48371 "
"87356","Sabine"," 75931 "
"87357","Logan"," 43318 "
"87358","Keith"," 69144 "
"87359","Monroe"," 18071 "
"87360","Rockwall"," 75098 "
"87361","Mahnomen"," 56589 "
"87362","Cooke"," 76250 "
"87363","Lee"," 24248 "
"87364","Runnels"," 76933 "
"87365","Saratoga"," 12025 "
"87366","Hertford"," 27910 "
"87367","Robertson"," 77859 "
"87368","Lorain"," 44039 "
"87369","Marshall"," 56744 "
"87370","Coryell"," 76566 "
"87371","Loudoun"," 20147 "
"87372","Schenectady"," 12056 "
"87373","Leelanau"," 49670 "
"87374","Lucas"," 43560 "
"87375","Lenawee"," 49248 "
"87376","Livingston"," 48855 "
"87377","Mahoning"," 44471 "
"87378","Lancaster"," 68504 "
"87379","Northumberland"," 17857 "
"87380","Steuben"," 14858 "
"87381","Philadelphia"," 19132 "
"87382","Suffolk"," 11738 "
"87383","Macomb"," 48091 "
"87384","Sullivan"," 12751 "
"87385","Ulster"," 12486 "
"87386","Westchester"," 10595 "
"87387","Oakland"," 48377 "
"87388","Harris"," 77339 "
"87389","Schoharie"," 12122 "
"87390","San Augustine"," 75930 "
"87391","Rusk"," 75662 "
"87392","York"," 29708 "
"87393","Knox"," 37721 "
"87394","San Jacinto"," 77320 "
"87395","Concho"," 76862 "
"87396","Lancaster"," 22480 "
"87397","Saint Lawrence"," 12914 "
"87398","Stutsman"," 58476 "
"87399","Lapeer"," 48412 "
"87400","Sabine"," 75948 "
"87401","Logan"," 43319 "
"87402","Keith"," 69147 "
"87403","Monroe"," 18210 "
"87404","Rockwall"," 75132 "
"87405","Mahnomen"," 56651 "
"87406","Cooke"," 76252 "
"87407","Lee"," 24263 "
"87408","Runnels"," 79567 "
"87409","Saratoga"," 12027 "
"87410","Hertford"," 27922 "
"87411","Robertson"," 77865 "
"87412","Lorain"," 44044 "
"87413","Marshall"," 56757 "
"87414","Coryell"," 76689 "
"87415","Loudoun"," 20148 "
"87416","Schenectady"," 12066 "
"87417","Leelanau"," 49674 "
"87418","Lucas"," 43566 "
"87419","Lenawee"," 49253 "
"87420","Livingston"," 48892 "
"87421","Mahoning"," 44490 "
"87422","Lancaster"," 68505 "
"87423","Northumberland"," 17860 "
"87424","Steuben"," 14870 "
"87425","Philadelphia"," 19133 "
"87426","Suffolk"," 11739 "
"87427","Macomb"," 48092 "
"87428","Sullivan"," 12752 "
"87429","Ulster"," 12487 "
"87430","Westchester"," 10596 "
"87431","Oakland"," 48380 "
"87432","Harris"," 77345 "
"87433","Schoharie"," 12131 "
"87434","San Patricio"," 78335 "
"87435","Henderson"," 28704 "
"87436","San Augustine"," 75972 "
"87437","Steele"," 58035 "
"87438","Lake"," 49304 "
"87439","Licking"," 43001 "
"87440","Rusk"," 75667 "
"87441","York"," 29710 "
"87442","Knox"," 37754 "
"87443","San Jacinto"," 77328 "
"87444","Concho"," 76866 "
"87445","Lancaster"," 22482 "
"87446","Saint Lawrence"," 12922 "
"87447","Stutsman"," 58481 "
"87448","Lapeer"," 48416 "
"87449","Sabine"," 75959 "
"87450","Logan"," 43324 "
"87451","Keith"," 69153 "
"87452","Monroe"," 18301 "
"87453","Rockwall"," 75189 "
"87454","Cooke"," 76253 "
"87455","Lee"," 24265 "
"87456","Saratoga"," 12065 "
"87457","Hertford"," 27942 "
"87458","Lorain"," 44049 "
"87459","Marshall"," 56758 "
"87460","Loudoun"," 20152 "
"87461","Schenectady"," 12137 "
"87462","Leelanau"," 49682 "
"87463","Lucas"," 43571 "
"87464","Lenawee"," 49256 "
"87465","Mahoning"," 44502 "
"87466","Lancaster"," 68506 "
"87467","Northumberland"," 17866 "
"87468","Steuben"," 14871 "
"87469","Philadelphia"," 19134 "
"87470","Suffolk"," 11740 "
"87471","Macomb"," 48093 "
"87472","Sullivan"," 12754 "
"87473","Ulster"," 12491 "
"87474","Westchester"," 10597 "
"87475","Oakland"," 48381 "
"87476","Harris"," 77346 "
"87477","Schoharie"," 12149 "
"87478","San Patricio"," 78336 "
"87479","San Saba"," 76832 "
"87480","McLeod"," 55312 "
"87481","Kearney"," 68845 "
"87482","Henderson"," 28726 "
"87483","Steele"," 58230 "
"87484","Lake"," 49623 "
"87485","Licking"," 43008 "
"87486","Rusk"," 75681 "
"87487","York"," 29715 "
"87488","Knox"," 37764 "
"87489","San Jacinto"," 77331 "
"87490","Lancaster"," 22503 "
"87491","Saint Lawrence"," 12927 "
"87492","Stutsman"," 58483 "
"87493","Lapeer"," 48421 "
"87494","Sabine"," 75968 "
"87495","Logan"," 43331 "
"87496","Keith"," 69155 "
"87497","Monroe"," 18302 "
"87498","Cooke"," 76263 "
"87499","Lee"," 24277 "
"87500","Saratoga"," 12074 "
"87501","Hertford"," 27986 "
"87502","Lorain"," 44050 "
"87503","Marshall"," 56762 "
"87504","Loudoun"," 20158 "
"87505","Schenectady"," 12150 "
"87506","Leelanau"," 49684 "
"87507","Lucas"," 43604 "
"87508","Lenawee"," 49265 "
"87509","Mahoning"," 44504 "
"87510","Lancaster"," 68507 "
"87511","Northumberland"," 17868 "
"87512","Steuben"," 14873 "
"87513","Philadelphia"," 19135 "
"87514","Suffolk"," 11741 "
"87515","Macomb"," 48094 "
"87516","Sullivan"," 12758 "
"87517","Ulster"," 12493 "
"87518","Westchester"," 10598 "
"87519","Oakland"," 48382 "
"87520","Harris"," 77357 "
"87521","Schoharie"," 12157 "
"87522","Schleicher"," 76841 "
"87523","Spink"," 57460 "
"87524","Johnson"," 37640 "
"87525","San Patricio"," 78359 "
"87526","San Saba"," 76871 "
"87527","McLeod"," 55336 "
"87528","Comanche"," 76432 "
"87529","Kearney"," 68924 "
"87530","King William"," 23009 "
"87531","Henderson"," 28729 "
"87532","Steele"," 58240 "
"87533","Lake"," 49642 "
"87534","Licking"," 43011 "
"87535","Rusk"," 75682 "
"87536","York"," 29717 "
"87537","Knox"," 37779 "
"87538","San Jacinto"," 77340 "
"87539","Lancaster"," 22507 "
"87540","Saint Lawrence"," 12930 "
"87541","Stutsman"," 58497 "
"87542","Lapeer"," 48428 "
"87543","Logan"," 43333 "
"87544","Monroe"," 18321 "
"87545","Cooke"," 76265 "
"87546","Lee"," 24281 "
"87547","Saratoga"," 12086 "
"87548","Lorain"," 44052 "
"87549","Loudoun"," 20164 "
"87550","Schenectady"," 12157 "
"87551","Lucas"," 43605 "
"87552","Lenawee"," 49267 "
"87553","Mahoning"," 44505 "
"87554","Lancaster"," 68508 "
"87555","Northumberland"," 17872 "
"87556","Steuben"," 14877 "
"87557","Philadelphia"," 19136 "
"87558","Suffolk"," 11742 "
"87559","Macomb"," 48095 "
"87560","Sullivan"," 12759 "
"87561","Ulster"," 12494 "
"87562","Westchester"," 10601 "
"87563","Oakland"," 48383 "
"87564","Harris"," 77365 "
"87565","Schoharie"," 12160 "
"87566","Schleicher"," 76936 "
"87567","Spink"," 57469 "
"87568","Johnson"," 37680 "
"87569","San Patricio"," 78362 "
"87570","Scurry"," 79517 "
"87571","Rockland"," 10901 "
"87572","Haywood"," 28716 "
"87573","San Saba"," 76877 "
"87574","McLeod"," 55350 "
"87575","Comanche"," 76436 "
"87576","Kearney"," 68959 "
"87577","King William"," 23069 "
"87578","Henderson"," 28731 "
"87579","Lake"," 49644 "
"87580","Licking"," 43013 "
"87581","Rusk"," 75684 "
"87582","York"," 29726 "
"87583","Knox"," 37806 "
"87584","San Jacinto"," 77359 "
"87585","Lancaster"," 22513 "
"87586","Saint Lawrence"," 12967 "
"87587","Lapeer"," 48435 "
"87588","Logan"," 43336 "
"87589","Monroe"," 18322 "
"87590","Cooke"," 76271 "
"87591","Saratoga"," 12118 "
"87592","Lorain"," 44053 "
"87593","Loudoun"," 20165 "
"87594","Schenectady"," 12302 "
"87595","Lucas"," 43606 "
"87596","Lenawee"," 49268 "
"87597","Mahoning"," 44506 "
"87598","Lancaster"," 68510 "
"87599","Northumberland"," 17881 "
"87600","Steuben"," 14879 "
"87601","Philadelphia"," 19137 "
"87602","Suffolk"," 11743 "
"87603","Macomb"," 48096 "
"87604","Sullivan"," 12760 "
"87605","Ulster"," 12495 "
"87606","Westchester"," 10603 "
"87607","Oakland"," 48386 "
"87608","Harris"," 77373 "
"87609","Schoharie"," 12167 "
"87610","Shackelford"," 76430 "
"87611","Stark"," 58601 "
"87612","Keweenaw"," 49805 "
"87613","Lawrence"," 45619 "
"87614","Lyon"," 56115 "
"87615","Spink"," 57477 "
"87616","Johnson"," 37683 "
"87617","San Patricio"," 78368 "
"87618","Scurry"," 79526 "
"87619","Rockland"," 10913 "
"87620","Haywood"," 28721 "
"87621","McLeod"," 55354 "
"87622","Comanche"," 76442 "
"87623","King William"," 23086 "
"87624","Henderson"," 28732 "
"87625","Lake"," 49656 "
"87626","Licking"," 43018 "
"87627","Rusk"," 75691 "
"87628","York"," 29730 "
"87629","Knox"," 37830 "
"87630","San Jacinto"," 77364 "
"87631","Lancaster"," 22517 "
"87632","Saint Lawrence"," 12973 "
"87633","Lapeer"," 48438 "
"87634","Logan"," 43343 "
"87635","Monroe"," 18323 "
"87636","Cooke"," 76272 "
"87637","Saratoga"," 12134 "
"87638","Lorain"," 44054 "
"87639","Loudoun"," 20166 "
"87640","Schenectady"," 12303 "
"87641","Lucas"," 43607 "
"87642","Lenawee"," 49276 "
"87643","Mahoning"," 44507 "
"87644","Lancaster"," 68512 "
"87645","Steuben"," 14885 "
"87646","Philadelphia"," 19138 "
"87647","Suffolk"," 11746 "
"87648","Macomb"," 48306 "
"87649","Sullivan"," 12762 "
"87650","Ulster"," 12498 "
"87651","Westchester"," 10604 "
"87652","Oakland"," 48390 "
"87653","Harris"," 77375 "
"87654","Schoharie"," 12175 "
"87655","Shackelford"," 76464 "
"87656","Stark"," 58622 "
"87657","Shelby"," 75643 "
"87658","Keweenaw"," 49901 "
"87659","Lawrence"," 45623 "
"87660","Johnson"," 68329 "
"87661","Mercer"," 16057 "
"87662","Lyon"," 56157 "
"87663","Johnson"," 37688 "
"87664","San Patricio"," 78370 "
"87665","Scurry"," 79527 "
"87666","Rockland"," 10920 "
"87667","Haywood"," 28745 "
"87668","McLeod"," 55381 "
"87669","Comanche"," 76444 "
"87670","King William"," 23106 "
"87671","Henderson"," 28735 "
"87672","Lake"," 49677 "
"87673","Licking"," 43023 "
"87674","Rusk"," 75760 "
"87675","York"," 29732 "
"87676","Knox"," 37849 "
"87677","San Jacinto"," 77371 "
"87678","Lancaster"," 22523 "
"87679","Saint Lawrence"," 12980 "
"87680","Lapeer"," 48440 "
"87681","Logan"," 43347 "
"87682","Monroe"," 18324 "
"87683","Cooke"," 76273 "
"87684","Saratoga"," 12148 "
"87685","Lorain"," 44055 "
"87686","Loudoun"," 20175 "
"87687","Schenectady"," 12304 "
"87688","Lucas"," 43608 "
"87689","Lenawee"," 49279 "
"87690","Mahoning"," 44509 "
"87691","Lancaster"," 68514 "
"87692","Steuben"," 14898 "
"87693","Philadelphia"," 19139 "
"87694","Suffolk"," 11747 "
"87695","Macomb"," 48310 "
"87696","Sullivan"," 12763 "
"87697","Ulster"," 12515 "
"87698","Westchester"," 10605 "
"87699","Oakland"," 48393 "
"87700","Harris"," 77377 "
"87701","Schoharie"," 12187 "
"87702","Sherman"," 79084 "
"87703","Union"," 29178 "
"87704","Sanborn"," 57385 "
"87705","Jefferson"," 37725 "
"87706","Comal"," 78006 "
"87707","Stark"," 58630 "
"87708","Shelby"," 75935 "
"87709","Keweenaw"," 49913 "
"87710","Lawrence"," 45638 "
"87711","Johnson"," 68443 "
"87712","Mercer"," 16113 "
"87713","Lyon"," 56169 "
"87714","Johnson"," 37691 "
"87715","San Patricio"," 78374 "
"87716","Scurry"," 79549 "
"87717","Rockland"," 10923 "
"87718","Haywood"," 28751 "
"87719","McLeod"," 55385 "
"87720","Comanche"," 76446 "
"87721","King William"," 23181 "
"87722","Henderson"," 28739 "
"87723","Licking"," 43025 "
"87724","Rusk"," 75784 "
"87725","York"," 29742 "
"87726","Knox"," 37853 "
"87727","San Jacinto"," 77378 "
"87728","Lancaster"," 22576 "
"87729","Saint Lawrence"," 12986 "
"87730","Lapeer"," 48444 "
"87731","Logan"," 43348 "
"87732","Monroe"," 18325 "
"87733","Saratoga"," 12151 "
"87734","Lorain"," 44074 "
"87735","Loudoun"," 20176 "
"87736","Schenectady"," 12305 "
"87737","Lucas"," 43609 "
"87738","Lenawee"," 49286 "
"87739","Mahoning"," 44510 "
"87740","Lancaster"," 68516 "
"87741","Philadelphia"," 19140 "
"87742","Suffolk"," 11749 "
"87743","Macomb"," 48312 "
"87744","Sullivan"," 12764 "
"87745","Ulster"," 12525 "
"87746","Westchester"," 10606 "
"87747","Oakland"," 48430 "
"87748","Harris"," 77379 "
"87749","Schoharie"," 12194 "
"87750","Union"," 29321 "
"87751","Jefferson"," 37760 "
"87752","Comal"," 78015 "
"87753","Smith"," 75647 "
"87754","King George"," 22485 "
"87755","Richmond"," 10301 "
"87756","Stark"," 58638 "
"87757","Shelby"," 75954 "
"87758","Keweenaw"," 49918 "
"87759","Lawrence"," 45645 "
"87760","Mercer"," 16121 "
"87761","Lyon"," 56170 "
"87762","San Patricio"," 78387 "
"87763","Scurry"," 79550 "
"87764","Rockland"," 10927 "
"87765","Haywood"," 28785 "
"87766","McLeod"," 55395 "
"87767","Comanche"," 76454 "
"87768","Henderson"," 28742 "
"87769","Licking"," 43031 "
"87770","Rusk"," 75946 "
"87771","York"," 29743 "
"87772","Knox"," 37871 "
"87773","Lancaster"," 22578 "
"87774","Saint Lawrence"," 13608 "
"87775","Lapeer"," 48446 "
"87776","Logan"," 43357 "
"87777","Monroe"," 18326 "
"87778","Saratoga"," 12170 "
"87779","Lorain"," 44089 "
"87780","Loudoun"," 20180 "
"87781","Schenectady"," 12306 "
"87782","Lucas"," 43610 "
"87783","Lenawee"," 49287 "
"87784","Mahoning"," 44511 "
"87785","Lancaster"," 68517 "
"87786","Philadelphia"," 19141 "
"87787","Suffolk"," 11751 "
"87788","Macomb"," 48313 "
"87789","Sullivan"," 12765 "
"87790","Ulster"," 12528 "
"87791","Westchester"," 10607 "
"87792","Oakland"," 48442 "
"87793","Harris"," 77388 "
"87794","Schoharie"," 12469 "
"87795","Somervell"," 76043 "
"87796","Harnett"," 27332 "
"87797","Slope"," 58643 "
"87798","Kent"," 48809 "
"87799","Lake"," 44024 "
"87800","Union"," 29335 "
"87801","Jefferson"," 37820 "
"87802","Comal"," 78070 "
"87803","Smith"," 75662 "
"87804","Richmond"," 10302 "
"87805","Stark"," 58652 "
"87806","Shelby"," 75972 "
"87807","Keweenaw"," 49950 "
"87808","Lawrence"," 45659 "
"87809","Mercer"," 16124 "
"87810","Lyon"," 56175 "
"87811","San Patricio"," 78390 "
"87812","Rockland"," 10931 "
"87813","Haywood"," 28786 "
"87814","McLeod"," 55397 "
"87815","Comanche"," 76455 "
"87816","Henderson"," 28759 "
"87817","Licking"," 43054 "
"87818","Rusk"," 75975 "
"87819","York"," 29745 "
"87820","Knox"," 37902 "
"87821","Saint Lawrence"," 13613 "
"87822","Lapeer"," 48453 "
"87823","Logan"," 43358 "
"87824","Monroe"," 18327 "
"87825","Saratoga"," 12188 "
"87826","Lorain"," 44090 "
"87827","Loudoun"," 20184 "
"87828","Schenectady"," 12307 "
"87829","Lucas"," 43611 "
"87830","Mahoning"," 44512 "
"87831","Lancaster"," 68520 "
"87832","Philadelphia"," 19142 "
"87833","Suffolk"," 11752 "
"87834","Macomb"," 48314 "
"87835","Sullivan"," 12766 "
"87836","Ulster"," 12542 "
"87837","Westchester"," 10701 "
"87838","Oakland"," 48455 "
"87839","Harris"," 77389 "
"87840","Schoharie"," 13459 "
"87841","Somervell"," 76048 "
"87842","Harnett"," 27501 "
"87843","Kent"," 48838 "
"87844","Lake"," 44041 "
"87845","Starr"," 78548 "
"87846","Union"," 29353 "
"87847","Lincoln"," 56113 "
"87848","Jefferson"," 68352 "
"87849","Jefferson"," 37871 "
"87850","Comal"," 78108 "
"87851","Smith"," 75684 "
"87852","Richmond"," 10303 "
"87853","Stark"," 58655 "
"87854","Shelby"," 75973 "
"87855","Lawrence"," 45669 "
"87856","Mercer"," 16125 "
"87857","Lyon"," 56178 "
"87858","Rockland"," 10952 "
"87859","Comanche"," 76474 "
"87860","Henderson"," 28766 "
"87861","Licking"," 43055 "
"87862","Knox"," 37909 "
"87863","Saint Lawrence"," 13614 "
"87864","Lapeer"," 48455 "
"87865","Logan"," 43360 "
"87866","Monroe"," 18330 "
"87867","Saratoga"," 12302 "
"87868","Lorain"," 44253 "
"87869","Loudoun"," 20197 "
"87870","Schenectady"," 12308 "
"87871","Lucas"," 43612 "
"87872","Mahoning"," 44514 "
"87873","Lancaster"," 68521 "
"87874","Philadelphia"," 19143 "
"87875","Suffolk"," 11754 "
"87876","Macomb"," 48315 "
"87877","Sullivan"," 12767 "
"87878","Ulster"," 12547 "
"87879","Westchester"," 10703 "
"87880","Oakland"," 48462 "
"87881","Harris"," 77396 "
"87882","Stephens"," 76424 "
"87883","Roberts"," 57216 "
"87884","Somervell"," 76070 "
"87885","Jackson"," 37145 "
"87886","Colorado"," 77412 "
"87887","King and Queen"," 22437 "
"87888","Harnett"," 27504 "
"87889","Kent"," 49301 "
"87890","Lake"," 44045 "
"87891","Starr"," 78582 "
"87892","Union"," 29372 "
"87893","Lincoln"," 56136 "
"87894","Jefferson"," 68424 "
"87895","Jefferson"," 37876 "
"87896","Comal"," 78130 "
"87897","Smith"," 75701 "
"87898","Richmond"," 10304 "
"87899","Stark"," 58656 "
"87900","Shelby"," 75974 "
"87901","Lawrence"," 45678 "
"87902","Mercer"," 16127 "
"87903","Lyon"," 56229 "
"87904","Rockland"," 10954 "
"87905","Comanche"," 76531 "
"87906","Henderson"," 28773 "
"87907","Licking"," 43056 "
"87908","Knox"," 37912 "
"87909","Saint Lawrence"," 13617 "
"87910","Lapeer"," 48461 "
"87911","Monroe"," 18331 "
"87912","Saratoga"," 12803 "
"87913","Lorain"," 44275 "
"87914","Loudoun"," 22066 "
"87915","Schenectady"," 12309 "
"87916","Lucas"," 43613 "
"87917","Mahoning"," 44515 "
"87918","Lancaster"," 68522 "
"87919","Philadelphia"," 19144 "
"87920","Suffolk"," 11755 "
"87921","Macomb"," 48316 "
"87922","Sullivan"," 12768 "
"87923","Ulster"," 12548 "
"87924","Westchester"," 10704 "
"87925","Harris"," 77401 "
"87926","Stephens"," 76429 "
"87927","Roberts"," 57262 "
"87928","Somervell"," 76077 "
"87929","Jackson"," 37150 "
"87930","Colorado"," 77434 "
"87931","Sterling"," 76951 "
"87932","King and Queen"," 22560 "
"87933","Rensselaer"," 12018 "
"87934","Harnett"," 27505 "
"87935","Halifax"," 27823 "
"87936","Kent"," 49302 "
"87937","Lake"," 44057 "
"87938","Starr"," 78584 "
"87939","Union"," 29379 "
"87940","Lincoln"," 56142 "
"87941","Jefferson"," 37877 "
"87942","Comal"," 78132 "
"87943","Smith"," 75702 "
"87944","Richmond"," 10305 "
"87945","Shelby"," 75975 "
"87946","Lawrence"," 45680 "
"87947","Mercer"," 16130 "
"87948","Lyon"," 56258 "
"87949","Rockland"," 10956 "
"87950","Comanche"," 76890 "
"87951","Henderson"," 28790 "
"87952","Licking"," 43062 "
"87953","Knox"," 37914 "
"87954","Saint Lawrence"," 13621 "
"87955","Lapeer"," 48462 "
"87956","Monroe"," 18332 "
"87957","Saratoga"," 12822 "
"87958","Lorain"," 44851 "
"87959","Lucas"," 43614 "
"87960","Mahoning"," 44601 "
"87961","Lancaster"," 68523 "
"87962","Philadelphia"," 19145 "
"87963","Suffolk"," 11757 "
"87964","Macomb"," 48317 "
"87965","Sullivan"," 12770 "
"87966","Ulster"," 12561 "
"87967","Westchester"," 10705 "
"87968","Harris"," 77429 "
"87969","Sutton"," 76950 "
"87970","Stephens"," 76470 "
"87971","Sheridan"," 58758 "
"87972","Kalkaska"," 49612 "
"87973","Knox"," 43011 "
"87974","Le Sueur"," 56017 "
"87975","Roberts"," 57266 "
"87976","Somervell"," 76433 "
"87977","Jackson"," 38501 "
"87978","Colorado"," 77442 "
"87979","King and Queen"," 23023 "
"87980","Rensselaer"," 12022 "
"87981","Harnett"," 27521 "
"87982","Halifax"," 27839 "
"87983","Kent"," 49306 "
"87984","Lake"," 44060 "
"87985","Lincoln"," 56149 "
"87986","Jefferson"," 37890 "
"87987","Comal"," 78133 "
"87988","Smith"," 75703 "
"87989","Richmond"," 10306 "
"87990","Lawrence"," 45688 "
"87991","Mercer"," 16133 "
"87992","Lyon"," 56264 "
"87993","Rockland"," 10960 "
"87994","Henderson"," 28791 "
"87995","Licking"," 43068 "
"87996","Knox"," 37915 "
"87997","Saint Lawrence"," 13625 "
"87998","Lapeer"," 48464 "
"87999","Monroe"," 18333 "
"88000","Saratoga"," 12828 "
"88001","Lorain"," 44880 "
"88002","Lucas"," 43615 "
"88003","Mahoning"," 44609 "
"88004","Lancaster"," 68524 "
"88005","Philadelphia"," 19146 "
"88006","Suffolk"," 11763 "
"88007","Sullivan"," 12775 "
"88008","Ulster"," 12566 "
"88009","Westchester"," 10706 "
"88010","Harris"," 77433 "
"88011","Kalkaska"," 49633 "
"88012","Knox"," 43014 "
"88013","Swisher"," 79042 "
"88014","Howard"," 68820 "
"88015","Lycoming"," 16930 "
"88016","Le Sueur"," 56028 "
"88017","Roberts"," 57279 "
"88018","Somervell"," 76690 "
"88019","Jackson"," 38545 "
"88020","Colorado"," 77474 "
"88021","King and Queen"," 23085 "
"88022","Rensselaer"," 12028 "
"88023","Harnett"," 27526 "
"88024","Halifax"," 27843 "
"88025","Kent"," 49315 "
"88026","Lake"," 44077 "
"88027","Lincoln"," 56178 "
"88028","Comal"," 78154 "
"88029","Smith"," 75704 "
"88030","Richmond"," 10307 "
"88031","Lawrence"," 45696 "
"88032","Mercer"," 16134 "
"88033","Rockland"," 10962 "
"88034","Henderson"," 28792 "
"88035","Licking"," 43071 "
"88036","Knox"," 37916 "
"88037","Saint Lawrence"," 13630 "
"88038","Lapeer"," 48727 "
"88039","Monroe"," 18334 "
"88040","Saratoga"," 12831 "
"88041","Lucas"," 43616 "
"88042","Mahoning"," 44619 "
"88043","Lancaster"," 68526 "
"88044","Philadelphia"," 19147 "
"88045","Suffolk"," 11764 "
"88046","Sullivan"," 12776 "
"88047","Ulster"," 12589 "
"88048","Westchester"," 10707 "
"88049","Harris"," 77445 "
"88050","Tarrant"," 75050 "
"88051","Spartanburg"," 29301 "
"88052","Potter"," 57442 "
"88053","Humphreys"," 37078 "
"88054","Collingsworth"," 79095 "
"88055","Kalkaska"," 49646 "
"88056","Knox"," 43019 "
"88057","Swisher"," 79052 "
"88058","Howard"," 68831 "
"88059","Lycoming"," 16938 "
"88060","Le Sueur"," 56044 "
"88061","Jackson"," 38562 "
"88062","Colorado"," 77475 "
"88063","King and Queen"," 23091 "
"88064","Rensselaer"," 12033 "
"88065","Harnett"," 27540 "
"88066","Halifax"," 27850 "
"88067","Kent"," 49316 "
"88068","Lake"," 44081 "
"88069","Comal"," 78163 "
"88070","Smith"," 75705 "
"88071","Richmond"," 10308 "
"88072","Mercer"," 16137 "
"88073","Rockland"," 10964 "
"88074","Licking"," 43074 "
"88075","Knox"," 37917 "
"88076","Saint Lawrence"," 13633 "
"88077","Lapeer"," 48744 "
"88078","Monroe"," 18344 "
"88079","Saratoga"," 12833 "
"88080","Lucas"," 43617 "
"88081","Mahoning"," 44672 "
"88082","Lancaster"," 68527 "
"88083","Philadelphia"," 19148 "
"88084","Suffolk"," 11766 "
"88085","Sullivan"," 12777 "
"88086","Ulster"," 12725 "
"88087","Westchester"," 10708 "
"88088","Harris"," 77447 "
"88089","Tarrant"," 75051 "
"88090","Spartanburg"," 29302 "
"88091","Humphreys"," 37101 "
"88092","Taylor"," 79508 "
"88093","Isle of Wight"," 23314 "
"88094","Queens"," 11001 "
"88095","Kalkaska"," 49659 "
"88096","Knox"," 43022 "
"88097","Swisher"," 79088 "
"88098","Howard"," 68873 "
"88099","Lycoming"," 17701 "
"88100","Le Sueur"," 56050 "
"88101","Jackson"," 38564 "
"88102","Colorado"," 78933 "
"88103","King and Queen"," 23108 "
"88104","Rensselaer"," 12052 "
"88105","Harnett"," 27546 "
"88106","Halifax"," 27870 "
"88107","Kent"," 49318 "
"88108","Lake"," 44086 "
"88109","Comal"," 78266 "
"88110","Smith"," 75706 "
"88111","Richmond"," 10309 "
"88112","Mercer"," 16142 "
"88113","Rockland"," 10965 "
"88114","Licking"," 43076 "
"88115","Knox"," 37918 "
"88116","Saint Lawrence"," 13635 "
"88117","Lapeer"," 48760 "
"88118","Monroe"," 18346 "
"88119","Saratoga"," 12835 "
"88120","Lucas"," 43620 "
"88121","Lancaster"," 68528 "
"88122","Philadelphia"," 19149 "
"88123","Suffolk"," 11767 "
"88124","Sullivan"," 12778 "
"88125","Ulster"," 12740 "
"88126","Westchester"," 10709 "
"88127","Harris"," 77449 "
"88128","Terrell"," 79848 "
"88129","Guilford"," 27214 "
"88130","Sargent"," 58032 "
"88131","Kalamazoo"," 49001 "
"88132","Jefferson"," 43901 "
"88133","Tarrant"," 75052 "
"88134","Spartanburg"," 29303 "
"88135","Humphreys"," 37134 "
"88136","Taylor"," 79536 "
"88137","Isle of Wight"," 23315 "
"88138","Queens"," 11004 "
"88139","Kalkaska"," 49676 "
"88140","Knox"," 43028 "
"88141","Lycoming"," 17702 "
"88142","Le Sueur"," 56057 "
"88143","Jackson"," 38568 "
"88144","Colorado"," 78934 "
